nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT03376854,"ClinicalTrials.gov processed this data on January 29, 2021",12/7/2017,,,6/10/2020,12/18/2017,12/19/2017,Actual,,,,,,,6/10/2020,6/16/2020,Actual,"May 1, 2018",Actual,5/1/2018,June 2020,6/30/2020,"December 31, 2020",Anticipated,12/31/2020,"November 30, 2020",Anticipated,11/30/2020,,Interventional,CHILL-pilot,,Pilot RCT of Therapeutic Hypothermia Plus Neuromuscular Blockade in COVID-19 Patients With ARDS,Pilot Randomized Clinical Trial of Therapeutic Hypothermia Plus Neuromuscular Blockade vs. Standard of Care in COVID-19 Patients With Moderate to Severe ARDS - the Cooling to Help Injured Lungs (CHILL) Pilot Study,Recruiting,,Phase 2,20,Anticipated,"University of Maryland, Baltimore",,2,,,False,,,,True,True,True,,,False,,,All information will be available within one year of the publication of the main trial data.,Access will either be by email to Dr. Hasday or through a website to be developed.,,Yes,"At the completion of the study, Dr. Hasday and colleagues will present the results of the long-term outcomes at national meetings and publish them in peer-reviewed journals and in ClinicalTrials.gov. Within one year of the publication of the main trial data (whichever occurs first, Dr. Hasday will make de-identified study data available to any individual who presents an appropriate question and analysis plan. The available information will include 1) descriptive documents (e.g. study protocol, code book/variable dictionary, data collection instruments, and de-identification methodology), and 2) de-identified data file.",2/1/2021 10:16:24 AM,2/1/2021 10:16:24 AM
NCT04609423,"ClinicalTrials.gov processed this data on January 29, 2021",10/22/2020,,,11/9/2020,10/28/2020,10/30/2020,Actual,,,,,,,11/9/2020,11/12/2020,Actual,"November 10, 2020",Actual,11/10/2020,November 2020,11/30/2020,May 2023,Anticipated,5/31/2023,May 2021,Anticipated,5/31/2021,,Interventional,,,Cod Liver Oil for Covid-19 Prevention Study,"A Randomized, Parallel-group Treatment, Quadruple Masked, Two-arm Study, to Assess the Effectiveness of Cod Liver Oil Compared to Placebo in the Prevention of Covid-19 and Airway Infections in Healthy Adults",Recruiting,,Phase 4,80000,Anticipated,Oslo University Hospital,,2,,,False,,,,False,False,False,,,True,,,,,,No,"IPD is complicated to share under the European General Data Protection Regulative, however, it is an aim of the study to make such data available within these regulations.",2/1/2021 6:53:15 AM,2/1/2021 6:53:15 AM
NCT04573322,"ClinicalTrials.gov processed this data on January 29, 2021",9/29/2020,,,9/30/2020,9/30/2020,10/5/2020,Actual,,,,,,,9/30/2020,10/5/2020,Actual,"September 10, 2020",Actual,9/10/2020,September 2020,9/30/2020,"December 14, 2021",Anticipated,12/14/2021,"November 14, 2021",Anticipated,11/14/2021,,Interventional,,,Safety and Efficacy of Trans Sodium Crocetinate (TSC) in SARS-CoV-2 (COVID-19) Infected Subjects,"Open-label, Pharmacokinetic, Pharmacodynamic, Ascending Dose Safety lead-in Followed by a Single-center, Placebo-controlled, Double-blind, Adaptive, Safety and Efficacy, Pilot Study of Trans Sodium Crocetinate (TSC) in SARS-CoV-2 Infected Subjects",Recruiting,,Phase 1/Phase 2,224,Anticipated,Diffusion Pharmaceuticals Inc,,6,,,False,,,,True,False,False,,,True,,,,,,,,2/1/2021 6:58:11 AM,2/1/2021 6:58:11 AM
NCT04487977,"ClinicalTrials.gov processed this data on January 29, 2021",7/23/2020,,,7/24/2020,7/24/2020,7/27/2020,Actual,,,,,,,7/24/2020,7/27/2020,Actual,"April 22, 2020",Actual,4/22/2020,July 2020,7/31/2020,"September 30, 2020",Anticipated,9/30/2020,"September 30, 2020",Anticipated,9/30/2020,,Observational,ISAM-COVID,,Survey on COVID-19 Airway Management,International Survey on Airway Management in COVID-19 Patients (ISAM-COVID),Recruiting,,,5000,Anticipated,Spanish Society of Anesthesia and Critical Care (SEDAR),,,1,,False,,,,True,False,False,,,True,,,,,,,,2/1/2021 7:09:41 AM,2/1/2021 7:09:41 AM
NCT04389385,"ClinicalTrials.gov processed this data on January 29, 2021",5/12/2020,,,5/14/2020,5/14/2020,5/15/2020,Actual,,,,,,,5/14/2020,5/15/2020,Actual,"May 1, 2020",Actual,5/1/2020,May 2020,5/31/2020,"May 31, 2021",Anticipated,5/31/2021,"September 30, 2020",Anticipated,9/30/2020,,Interventional,,,COVID-19 Specific T Cell Derived Exosomes (CSTC-Exo),Aerosol Inhalation of the Exosomes Derived From Allogenic COVID-19 T Cell in the Treatment of Early Stage Novel Coronavirus Pneumonia,"Active, not recruiting",,Phase 1,60,Anticipated,TC Erciyes University,,1,,,False,,,,True,False,False,,,True,,,,,,Undecided,,2/1/2021 7:23:47 AM,2/1/2021 7:23:47 AM
NCT04577378,"ClinicalTrials.gov processed this data on January 29, 2021",4/13/2020,,,10/5/2020,10/5/2020,10/6/2020,Actual,,,,,,,10/5/2020,10/6/2020,Actual,"October 20, 2020",Anticipated,10/20/2020,October 2020,10/31/2020,"November 20, 2020",Anticipated,11/20/2020,"November 20, 2020",Anticipated,11/20/2020,,Interventional,Isotretinoin,,Efficacy and Safety of Drug Combination Therapy of Isotretinoin and Some Antifungal Drugs as A Potential Aerosol Therapy for COVID-19 : An Innovative Therapeutic Approach COVID-19,Efficacy and Safety of Drug Combination Therapy of Isotretinoin and Some Antifungal Drugs as A Potential Aerosol Therapy for COVID-19 : An Innovative Therapeutic Approach,Not yet recruiting,,Phase 2,45,Anticipated,Kafrelsheikh University,,3,,,False,,,,True,False,False,,,True,,,,,,,,2/1/2021 6:57:38 AM,2/1/2021 6:57:38 AM
NCT04350450,"ClinicalTrials.gov processed this data on January 29, 2021",4/14/2020,,,5/22/2020,4/14/2020,4/17/2020,Actual,,,,,,,5/22/2020,5/27/2020,Actual,April 2020,Anticipated,4/30/2020,April 2020,4/30/2020,August 2020,Anticipated,8/31/2020,August 2020,Anticipated,8/31/2020,,Interventional,,,Hydroxychloroquine Treatment of Healthcare Workers With COVID19 Illness at Montefiore,"Hydroxychloroquine Treatment of Healthcare Workers With COVID19 Illness at Montefiore: a Review of Process Feasibility, Safety, and Clinical Outcomes",Withdrawn,,Phase 2,0,Actual,Montefiore Medical Center,,2,,PI withdrew the submission to the IRB,False,,,,,True,False,,,True,,,,,,No,,2/1/2021 7:29:59 AM,2/1/2021 7:29:59 AM
NCT04354389,"ClinicalTrials.gov processed this data on January 29, 2021",4/15/2020,,,8/7/2020,4/16/2020,4/21/2020,Actual,,,,,,,8/7/2020,8/11/2020,Actual,"July 25, 2020",Anticipated,7/25/2020,August 2020,8/31/2020,"November 30, 2020",Anticipated,11/30/2020,"September 30, 2020",Anticipated,9/30/2020,,Interventional,,,DAS181 for STOP COVID-19,"DAS181 for COVID-19: A Phase II Multicenter, Randomized, Placebo-Controlled, Double-Blind Study",Withdrawn,,Phase 2/Phase 3,0,Actual,"Ansun Biopharma, Inc.",,3,,No COVID-19 in EU countries - Sponsor withdraw in regulatory stage,False,,,,,True,False,,,True,,,,,,No,,2/1/2021 7:29:12 AM,2/1/2021 7:29:12 AM
NCT04361214,"ClinicalTrials.gov processed this data on January 29, 2021",4/22/2020,,,10/27/2020,4/22/2020,4/24/2020,Actual,,,,,,,10/27/2020,10/29/2020,Actual,"May 5, 2020",Actual,5/5/2020,October 2020,10/31/2020,February 2021,Anticipated,2/28/2021,February 2021,Anticipated,2/28/2021,,Interventional,,,Leflunomide in Mild COVID-19 Patients,Leflunomide for the Treatment of Ambulatory Patients With Mild COVID-19,Recruiting,,Phase 1,20,Anticipated,University of Chicago,,1,,,False,,,,,True,False,,,True,,,,,,No,,2/1/2021 7:28:14 AM,2/1/2021 7:28:14 AM
NCT04356508,"ClinicalTrials.gov processed this data on January 29, 2021",4/10/2020,,,4/17/2020,4/17/2020,4/22/2020,Actual,,,,,,,4/17/2020,4/22/2020,Actual,"April 14, 2020",Anticipated,4/14/2020,April 2020,4/30/2020,"August 31, 2021",Anticipated,8/31/2021,"June 30, 2020",Anticipated,6/30/2020,,Interventional,,,COVID-19: A Pilot Study of Adaptive Immunity and Anti-PD1,COVID-19: A Pilot Study of Adaptive Immunity and Anti-PD1,Not yet recruiting,,Phase 2,15,Anticipated,"Queen Mary Hospital, Hong Kong",,2,,,False,,,,,True,False,,,True,,,,,,,,2/1/2021 7:28:51 AM,2/1/2021 7:28:51 AM
NCT04363840,"ClinicalTrials.gov processed this data on January 29, 2021",4/24/2020,,,4/24/2020,4/24/2020,4/27/2020,Actual,,,,,,,4/24/2020,4/27/2020,Actual,May 2020,Anticipated,5/31/2020,April 2020,4/30/2020,December 2020,Anticipated,12/31/2020,December 2020,Anticipated,12/31/2020,,Interventional,LEAD COVID-19,,"The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations","The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations",Not yet recruiting,,Phase 2,1080,Anticipated,Louisiana State University Health Sciences Center in New Orleans,,3,,,False,,,,,True,False,,,True,,,,,,,,2/1/2021 7:27:54 AM,2/1/2021 7:27:54 AM
NCT04588441,"ClinicalTrials.gov processed this data on January 29, 2021",10/13/2020,,,1/21/2021,10/13/2020,10/19/2020,Actual,,,,,,,1/21/2021,1/22/2021,Actual,March 2021,Anticipated,3/31/2021,January 2021,1/31/2021,December 2022,Anticipated,12/31/2022,December 2022,Anticipated,12/31/2022,,Interventional,,,The ARCTIC Trial: Aerosolized Inhaled Adenosine Treatment in Patients With Acute Respiratory Distress Syndrome (ARDS) Caused by COVID-19,Aerosolized Inhaled Adenosine Treatment in Patients With Acute Respiratory Distress Syndrome (ARDS) Caused by COVID-19 (The ARCTIC Trial),Not yet recruiting,,Phase 2,30,Anticipated,University of Florida,,1,,,False,,,,,True,False,,,True,,,,,,No,,2/1/2021 6:56:10 AM,2/1/2021 6:56:10 AM
NCT04361422,"ClinicalTrials.gov processed this data on January 29, 2021",4/21/2020,,,9/20/2020,4/22/2020,4/24/2020,Actual,,,,,,,9/20/2020,9/23/2020,Actual,"December 1, 2020",Anticipated,12/1/2020,September 2020,9/30/2020,December 2021,Anticipated,12/31/2021,August 2021,Anticipated,8/31/2021,,Interventional,Randomized,,Isotretinoin in Treatment of COVID-19,Evaluation of the Safety and Efficacy of Isotretinoin in Treatment of COVID-19: Clinical Study,Not yet recruiting,,Phase 3,300,Anticipated,Tanta University,,3,,,False,,,,,True,False,,,True,,,,,,No,,2/1/2021 7:28:12 AM,2/1/2021 7:28:12 AM
NCT04640181,"ClinicalTrials.gov processed this data on January 29, 2021",11/19/2020,,,11/19/2020,11/19/2020,11/23/2020,Actual,,,,,,,11/19/2020,11/23/2020,Actual,"December 1, 2020",Anticipated,12/1/2020,November 2020,11/30/2020,"July 31, 2021",Anticipated,7/31/2021,"June 30, 2021",Anticipated,6/30/2021,,Interventional,XACT,,Factor Xa Inhibitor Versus Standard of Care Heparin in Hospitalized Patients With COVID-19 (XACT),"A Phase 2-3, Multi-Center, Randomized Trial to Study the Potential Benefit of Factor Xa Inhibitor (Rivaroxaban) Versus Standard of Care Low Molecular Weight Heparin (Lovenox) in Hospitalized Patients With COVID-19 (XACT)",Not yet recruiting,,Phase 2,150,Anticipated,St. David's HealthCare,,2,,,False,,,,,True,False,,,True,,,,,,Undecided,,2/1/2021 6:49:06 AM,2/1/2021 6:49:06 AM
NCT04709835,"ClinicalTrials.gov processed this data on January 29, 2021",1/12/2021,,,1/13/2021,1/13/2021,1/14/2021,Actual,,,,,,,1/13/2021,1/14/2021,Actual,"January 15, 2021",Anticipated,1/15/2021,January 2021,1/31/2021,"February 15, 2021",Anticipated,2/15/2021,"February 15, 2021",Anticipated,2/15/2021,,Interventional,,,Study to Evaluate the Effects of AT-527 in Non-Hospitalized Adult Patients With Mild or Moderate COVID-19,"A Phase II Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Antiviral Activity, Safety, Pharmacokinetics, and Efficacy of RO7496998 (AT-527) in Otherwise Healthy Non-Hospitalized Adult Patients With Mild or Moderate COVID-19",Not yet recruiting,,Phase 2,220,Anticipated,Hoffmann-La Roche,,2,,,False,,,,,True,False,,,True,,,,,,Yes,"Qualified researchers may request access to individual patient level data through the clinical study data request platform (www.vivli.org). Further details on Roche's criteria for eligible studies are available here (https://vivli.org/ourmember/roche/). For further details on Roche's Global Policy on the Sharing of Clinical Information and how to request access to related clinical study documents, see here (https://www.roche.com/research_and_development/who_we_are_how_we_work/clinical_trials/our_commitment_to_data_sharing.htm)",2/1/2021 6:40:18 AM,2/1/2021 6:40:18 AM
NCT04675086,"ClinicalTrials.gov processed this data on January 29, 2021",11/25/2020,,,12/17/2020,12/17/2020,12/19/2020,Actual,,,,,,,12/17/2020,12/21/2020,Actual,January 2021,Anticipated,1/31/2021,December 2020,12/31/2020,December 2021,Anticipated,12/31/2021,September 2021,Anticipated,9/30/2021,,Interventional,,,Aralast NP With Antiviral Treatment and Standard of Care Versus Antiviral Treatment With Standard of Care in Hospitalized Patients With Pneumonia and COVID-19 Infection,"A Randomized, Open-Label Study of the Efficacy and Safety of Aralast NP, an Alpha-1 Antitrypsin Infusion Therapy With Antiviral Treatment and Standard of Care Versus Antiviral Treatment With Standard of Care in Hospitalized Patients With Pneumonia and COVID-19 Infection",Withdrawn,,Phase 3,0,Actual,"Blessing Corporate Services, Inc",,2,,Administrative Decision,False,,,,False,True,False,,,True,,,,,,No,,2/1/2021 6:44:33 AM,2/1/2021 6:44:33 AM
NCT04400929,"ClinicalTrials.gov processed this data on January 29, 2021",5/8/2020,,,7/2/2020,5/21/2020,5/26/2020,Actual,,,,,,,7/2/2020,7/7/2020,Actual,"June 2, 2020",Actual,6/2/2020,July 2020,7/31/2020,June 2022,Anticipated,6/30/2022,June 2021,Anticipated,6/30/2021,,Interventional,,,Using GM-CSF as a Host Directed Therapeutic Against COVID-19,Using GM-CSF as a Host Directed Therapeutic Against COVID-19 - a Phase 2 Investigator Initiated Trial,Recruiting,,Phase 2,30,Anticipated,Singapore General Hospital,,5,,,False,,,,False,True,False,,,True,,,,,,,,2/1/2021 7:21:23 AM,2/1/2021 7:21:23 AM
NCT04523246,"ClinicalTrials.gov processed this data on January 29, 2021",8/20/2020,,,11/7/2020,8/20/2020,8/21/2020,Actual,,,,,,,11/7/2020,11/10/2020,Actual,"September 1, 2020",Actual,9/1/2020,November 2020,11/30/2020,"September 1, 2021",Anticipated,9/1/2021,"July 1, 2021",Anticipated,7/1/2021,,Interventional,NH-Shingrix,,Training the Innate Immune System Against SARS-CoV-2 (COVID-19) Using the Shingrix Vaccine in Nursing Home Residents,"Training the Innate Immune System Against SARS-CoV-2 (COVID-19) Using the Shingrix Vaccine in Nursing Home Residents: A Randomized, Doubled-Blinded, Comparative Group Observational Study",Recruiting,,Early Phase 1,250,Anticipated,University of Oklahoma,,2,,,False,,,,False,True,False,,,True,,,,,,No,,2/1/2021 7:05:00 AM,2/1/2021 7:05:00 AM
NCT04684602,"ClinicalTrials.gov processed this data on January 29, 2021",12/2/2020,,,12/22/2020,12/22/2020,12/24/2020,Actual,,,,,,,12/22/2020,12/24/2020,Actual,"July 9, 2020",Actual,7/9/2020,December 2020,12/31/2020,"December 9, 2030",Anticipated,12/9/2030,"July 9, 2030",Anticipated,7/9/2030,,Interventional,,,Mesenchymal Stem Cells for the Treatment of Various Chronic and Acute Conditions,"Evaluation of the Safety, Tolerability and Efficacy of Regenerative Therapy for the Treatment of Various Chronic and Acute Conditions",Recruiting,,Phase 1/Phase 2,5000,Anticipated,Thomas Advanced Medical LLC,,10,,,False,,,,False,True,False,,,True,,,,,,No,Data will be blinded and password protected. Research publications will be produced for medical journals. Participating Investigators will have password protected access only.,2/1/2021 6:43:22 AM,2/1/2021 6:43:22 AM
NCT04412018,"ClinicalTrials.gov processed this data on January 29, 2021",5/29/2020,,,9/10/2020,5/29/2020,6/2/2020,Actual,,,,,,,9/10/2020,9/11/2020,Actual,"June 4, 2020",Actual,6/4/2020,September 2020,9/30/2020,December 2020,Anticipated,12/31/2020,December 2020,Anticipated,12/31/2020,,Interventional,,,An Investigation on the Effects of Icosapent Ethyl (VascepaTM) on Inflammatory Biomarkers in Individuals With COVID-19,An Investigation on the Effects of Icosapent Ethyl (VascepaTM) on Inflammatory Biomarkers in Individuals With COVID-19 (VASCEPA-COVID-19),Recruiting,,Phase 2,100,Anticipated,Canadian Medical and Surgical Knowledge Translation Research Group,,2,,,False,,,,False,True,False,,,True,,,,,,No,,2/1/2021 7:19:47 AM,2/1/2021 7:19:47 AM
NCT04502472,"ClinicalTrials.gov processed this data on January 29, 2021",8/4/2020,,,8/4/2020,8/4/2020,8/6/2020,Actual,,,,,,,8/4/2020,8/6/2020,Actual,"June 6, 2020",Actual,6/6/2020,July 2020,7/31/2020,"December 31, 2021",Anticipated,12/31/2021,"December 31, 2021",Anticipated,12/31/2021,,Interventional,Inova-CCP,,Open-label Treatment of Severe Coronavirus Disease 2019 (COVID-19) With Convalescent Plasma,Open-label Treatment of Severe Coronavirus Disease 2019 (COVID-19) With Convalescent Plasma Collected From Individuals With Documented Infection and Recovery From COVID-19 (SARS-CoV-2),Recruiting,,Phase 2/Phase 3,200,Anticipated,Inova Health Care Services,,1,,,False,,,,False,True,False,,,True,,,,,,No,,2/1/2021 7:07:46 AM,2/1/2021 7:07:46 AM
NCT04412772,"ClinicalTrials.gov processed this data on January 29, 2021",6/1/2020,,,11/13/2020,6/1/2020,6/2/2020,Actual,,,,,,,11/13/2020,11/17/2020,Actual,"June 12, 2020",Actual,6/12/2020,November 2020,11/30/2020,"December 31, 2021",Anticipated,12/31/2021,"December 31, 2021",Anticipated,12/31/2021,,Interventional,ARCHITECTS,,Trial of Tocilizumab for Treatment of Severe COVID-19: ARCHITECTS,"A Randomized, Controlled Clinical Trial of the Safety and Efficacy of Tocilizumab for the Treatment of Severe COVID-19",Recruiting,,Phase 3,300,Anticipated,Queen's Medical Centre,,2,,,False,,,,False,True,False,,,True,,,,,,No,,2/1/2021 7:19:43 AM,2/1/2021 7:19:43 AM
NCT04530448,"ClinicalTrials.gov processed this data on January 29, 2021",8/20/2020,,,10/13/2020,8/26/2020,8/28/2020,Actual,,,,,,,10/13/2020,10/19/2020,Actual,"October 5, 2020",Actual,10/5/2020,October 2020,10/31/2020,March 2021,Anticipated,3/31/2021,January 2021,Anticipated,1/31/2021,,Interventional,,,Coronavirus Induced Acute Kidney Injury: Prevention Using Urine Alkalinization,Coronavirus Induced Acute Kidney Injury: Prevention Using Urine Alkalinization,Recruiting,,Phase 4,40,Anticipated,West Virginia University,,2,,,False,,,,False,True,False,,,True,,,,,,No,,2/1/2021 7:04:04 AM,2/1/2021 7:04:04 AM
NCT04360551,"ClinicalTrials.gov processed this data on January 29, 2021",4/21/2020,,,7/30/2020,4/22/2020,4/24/2020,Actual,,,,,,,7/30/2020,8/3/2020,Actual,"July 1, 2020",Actual,7/1/2020,July 2020,7/31/2020,"June 30, 2021",Anticipated,6/30/2021,"June 30, 2021",Anticipated,6/30/2021,,Interventional,,,Pilot Clinical Trial of the Safety and Efficacy of Telmisartan for the Mitigation of Pulmonary and Cardiac Complications in COVID-19 Patients,"Randomized, Double-Blind, Placebo-Controlled Pilot Clinical Trial of the Safety and Efficacy of Telmisartan for the Mitigation of Pulmonary and Cardiac Complications in COVID-19 Patients",Recruiting,,Phase 2,40,Anticipated,University of Hawaii,,2,,,False,,,,False,True,False,,,True,,,,,,Undecided,,2/1/2021 7:28:20 AM,2/1/2021 7:28:20 AM
NCT04428801,"ClinicalTrials.gov processed this data on January 29, 2021",4/8/2020,,,11/6/2020,6/10/2020,6/11/2020,Actual,,,,,,,11/6/2020,11/9/2020,Actual,"January 10, 2021",Anticipated,1/10/2021,November 2020,11/30/2020,"January 10, 2024",Anticipated,1/10/2024,"January 10, 2022",Anticipated,1/10/2022,,Interventional,,,Autologous Adipose-derived Stem Cells (AdMSCs) for COVID-19,Clinical Study for the Prophylactic Efficacy of Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs) Against Coronavirus 2019 (COVID-19),Not yet recruiting,,Phase 2,200,Anticipated,Celltex Therapeutics Corporation,,2,,,False,,,,False,True,False,,,True,,,,,,,,2/1/2021 7:17:43 AM,2/1/2021 7:17:43 AM
NCT04439825,"ClinicalTrials.gov processed this data on January 29, 2021",6/18/2020,,,7/20/2020,6/18/2020,6/19/2020,Actual,,,,,,,7/20/2020,7/22/2020,Actual,"July 15, 2020",Anticipated,7/15/2020,July 2020,7/31/2020,"October 15, 2020",Anticipated,10/15/2020,"September 15, 2020",Anticipated,9/15/2020,,Interventional,,,Impact of Botox Treatment Into the Upper One Third of the Face an Area on Mood and Self -Appearance Satisfaction,Randomized Controlled Single Blind Cross Over Trial Evaluating the Impact of Botox Treatment Into the Upper One Third of the Face an Area on Mood and Self -Appearance Satisfaction in a Post Covid Period.,Not yet recruiting,,Phase 1,45,Anticipated,DeNova Research,,2,,,False,,,,False,True,False,,,True,,,,,,No,,2/1/2021 7:16:11 AM,2/1/2021 7:16:11 AM
