Treatment,nct_id,ID,COVID-19 status,Patient setting,Outcome,Size
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
"Other, Standard of care",NCT04393038,NCT04393038,Confirmed,"Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, D-Dimer, Troponin",1034
Dialysis,NCT04478539,NCT04478539,Confirmed,ICU,"ICU Admission, C-Reactive Protein, IL-8, Tumor Necrosis Factor (Any), Lymphocyte Count, D-Dimer, Fibrinogen, Coagulation Test",35
"Standard of care, Vitamins",NCT04476680,NCT04476680,Healthy,Healthy Unexposed,"IgG, IgM or IgA",4400
"JAKi, Standard of care",NCT04477993,NCT04477993,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Ferritin, IL-6, PAI-1, von Wildebrandt Factor, Lymphocyte Count, Platelet Count, Hemoglobin, D-Dimer, Creatinine Phosphokinase, Troponin, Prothrombin, Fibrinogen, AST, Bilirubin, Glucose, PaO2-FiO2",200
NA,NCT04334512,NCT04334512,Confirmed,Unclear,"Viral Load or Clearance, Radiographic Findings",600
"HCQ, Standard of care",NCT04308668,NCT04308668,"Confirmed, Suspected Or Healthy","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH",1309
"HCQ, Standard of care",NCT04308668,NCT04308668,"Confirmed, Suspected Or Healthy","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH",1309
"HCQ, Standard of care",NCT04308668,NCT04308668,"Confirmed, Suspected Or Healthy","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH",1309
"HCQ, Standard of care",NCT04308668,NCT04308668,"Confirmed, Suspected Or Healthy","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH",1309
"Hormone therapy, Standard of care",NCT04475601,NCT04475601,Confirmed,Outpatient,"Mortality, ICU Admission, Hospitalization, Non-invasive Ventilation, Adverse Events, C-Reactive Protein, IL-6, Platelet Count, Hemoglobin, D-Dimer",500
Positioning,NCT04424797,NCT04424797,Confirmed,Hospital,"Mortality, SpO2, Patient Positioning",100
"Standard of care, Stem cells",NCT04473170,NCT04473170,Confirmed,Hospital,"Mortality, Clinical Improvement Score (Any)",146
"Antibiotics, IFN + Antibiotics, Standard of care",NCT04465695,NCT04465695,Confirmed,Hospital,"Mortality, Viral Load or Clearance, Adverse Events",81
Plasma based therapy,NCT04353206,NCT04353206,NA,ICU,Mortality,60
Plasma based therapy,NCT04353206,NCT04353206,NA,ICU,Mortality,60
NA,NCT04338698,NCT04338698,Confirmed,Unclear,"Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO",500
"HCQ, Standard of care",NCT04443270,NCT04443270,Healthy,"Healthy Exposed, Healthcare Workers","Clinical Improvement Score (Any), Adverse Events",200
"HCQ, Standard of care",NCT04333654,NCT04333654,Confirmed,Outpatient,"Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2",8
"HCQ, Standard of care",NCT04333654,NCT04333654,Confirmed,Outpatient,"Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2",8
"HCQ, Standard of care",NCT04333654,NCT04333654,Confirmed,Outpatient,"Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2",8
"HCQ, Standard of care",NCT04333654,NCT04333654,Confirmed,Outpatient,"Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2",8
"HCQ, Standard of care",NCT04333654,NCT04333654,Confirmed,Outpatient,"Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2",8
"Non-invasive respiratory support, Standard of care",NCT04306393,NCT04306393,Confirmed,ICU,NA,200
"Non-invasive respiratory support, Standard of care",NCT04306393,NCT04306393,Confirmed,ICU,NA,200
"Non-invasive respiratory support, Standard of care",NCT04306393,NCT04306393,Confirmed,ICU,NA,200
"Other, Standard of care",NCT04468646,NCT04468646,Confirmed,"Hospital, ICU","Viral Load or Clearance, Cough, Fever, IL-6",100
Stem cells,NCT04467047,NCT04467047,Confirmed,"Hospital, Unclear","Hospitalization, C-Reactive Protein, PaO2-FiO2",10
"Anticoagulants, Antihypertensive",NCT04466670,NCT04466670,Confirmed,Unclear,"Mortality, Hospital Discharge, Invasive Mechanical Ventilation or ECMO, Renal Outcome (Unspecified)",310
"Igs, Plasma based therapy, Standard of care",NCT04395170,NCT04395170,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Adverse Events, IgG, IgM or IgA, Antibodies",75
"Colchicine, Standard of care",NCT04322565,NCT04322565,Confirmed,Outpatient,"Mortality, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Fever",310
"Plasma based therapy, Plasma based therapy + Other, Standard of care",NCT04376788,NCT04376788,Confirmed,Unclear,NA,15
"Antivirals, Standard of care",NCT04441385,NCT04441385,Confirmed Or Suspected,Hospital,"Mortality, ICU Admission, Clinical Improvement Score (Any), Pneumonia or ARDS, Non-invasive Ventilation, Adverse Events, ECG",200
"Antivirals, Standard of care",NCT04441385,NCT04441385,Confirmed Or Suspected,Hospital,"Mortality, ICU Admission, Clinical Improvement Score (Any), Pneumonia or ARDS, Non-invasive Ventilation, Adverse Events, ECG",200
"Other, Standard of care",NCT04354805,NCT04354805,NA,Hospital,LDH,100
Plasma based therapy,NCT04462848,NCT04462848,Confirmed Or Healthy,"Healthy Exposed, Unclear","Serious Adverse Events, Antibodies",30
"Antibiotics + AZT + Corticosteroids + Anticoagulants + Other, Stem cells + Antibiotics + AZT + Corticosteroids + Anticoagulants + Other",NCT04461925,NCT04461925,Confirmed,Hospital,"Mortality, Hospitalization, Pneumonia or ARDS, Cough, Fever, C-Reactive Protein, PaO2-FiO2",30
"Plasma-based therapy, Standard of care",NCT04418518,NCT04418518,Confirmed,Hospital,"Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, Renal Outcome (Unspecified)",1200
"Plasma based therapy, Standard of care",NCT04374539,NCT04374539,Confirmed,ICU,"Mortality, Invasive Mechanical Ventilation or ECMO",116
Device,NCT04379037,NCT04379037,Confirmed,Hospital,"Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO",50
NA,NCT04342650,NCT04342650,NA,Unclear,"Adverse Events, Natural Killer Cell Count",152
"Other, Standard of care",NCT04454307,NCT04454307,Confirmed,Hospital,NA,100
Plasma based therapy,NCT04412486,NCT04412486,Confirmed,Unclear,"ICU Admission, Hospitalization, Organ Failure or Dysfunction (SOFA), IgG, IgM or IgA, PaO2-FiO2, Respiratory Rate",100
"HCQ, Standard of care",NCT04369742,NCT04369742,NA,Hospital,"Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Fever, C-Reactive Protein, IL-6, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Glucose, LDH",626
"ARBs + ACEi, Standard of care",NCT04364893,NCT04364893,NA,Hospital,NA,700
"Standard of care, Vaccine",NCT04398147,NCT04398147,Healthy,Healthy Unexposed,"Adverse Events, Serious Adverse Events, Anti SARS-COV-2 Titers, IL-2, Tumor Necrosis Factor (Any), Interferon (Any), Lymphocyte Count, IgG, IgM or IgA, Antibodies",696
"Opiate antagonists, Opiate antagonists + Anesthetic, Standard of care",NCT04365985,NCT04365985,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Renal Outcome (Unspecified)",500
"Other, Standard of care",NCT04363372,NCT04363372,Confirmed,Hospital,"Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events",90
"Immunomodulators, Standard of care",NCT04379271,NCT04379271,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, C-Reactive Protein, Tumor Necrosis Factor (Any), Interferon (Any), D-Dimer, Weight, Height or BMI, Troponin, Procalcitonin, LDH, IgG, IgM or IgA, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)",230
"Immunomodulators, Standard of care",NCT04379271,NCT04379271,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, C-Reactive Protein, Tumor Necrosis Factor (Any), Interferon (Any), D-Dimer, Weight, Height or BMI, Troponin, Procalcitonin, LDH, IgG, IgM or IgA, Antibodies, Blood Pressure, Heart Rate, ECG, SpO2, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)",230
"Standard of care, Vaccine",NCT04453852,NCT04453852,Healthy,Unclear,"Adverse Events, Antibodies",40
Stem cells,NCT04269525,NCT04269525,Confirmed,ICU,"Mortality, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, IL-2, IL-4, IL-6, IL-7, IL-8, IL-10, Tumor Necrosis Factor (Any), White Blood Cell Count, Procalcitonin, PaO2-FiO2, Radiographic Findings",16
"mAb, Standard of care",NCT04452474,NCT04452474,Confirmed Or Suspected,Hospital,Hospitalization,376
"mAb, Standard of care",NCT04452474,NCT04452474,Confirmed Or Suspected,Hospital,Hospitalization,376
"mAb, Standard of care",NCT04452474,NCT04452474,Confirmed Or Suspected,Hospital,Hospitalization,376
"mAb, Standard of care",NCT04452474,NCT04452474,Confirmed Or Suspected,Hospital,Hospitalization,376
"mAb, Standard of care",NCT04452474,NCT04452474,Confirmed Or Suspected,Hospital,Hospitalization,376
"mAb, Standard of care",NCT04452474,NCT04452474,Confirmed Or Suspected,Hospital,Hospitalization,376
"Alternative therapy, Standard of care",NCT04452799,NCT04452799,Confirmed,Unclear,"Mortality, IL-1, Tumor Necrosis Factor (Any), Respiratory Rate",100
Antihypertensive,NCT04330300,NCT04330300,Healthy,Healthy Unexposed,"Mortality, ICU Admission, Hospitalization, Non-invasive Ventilation, Troponin",2414
Plasma based therapy,NCT04407208,NCT04407208,Confirmed,Hospital,"Adverse Events, C-Reactive Protein, D-Dimer, INR, Radiographic Findings",10
"Standard of care, Stem cells",NCT04444271,NCT04444271,Confirmed,Unclear,"Hospital Discharge, Clinical Improvement Score (Any)",20
"Hygeine, Standard of care",NCT04449965,NCT04449965,Confirmed Or Suspected,Outpatient,Viral Load or Clearance,81
"Standard of care, Stem cells",NCT04377334,NCT04377334,Confirmed,Hospital,"Lymphocyte Count, D-Dimer, Antibodies",40
Plasma based therapy,NCT04389710,NCT04389710,Confirmed,ICU,"ICU Admission, Hospitalization, Hospital Discharge, Adverse Events, C-Reactive Protein, Platelet Count, D-Dimer, Prothrombin, Fibrinogen",100
"Device, Standard of care",NCT04399317,NCT04399317,Confirmed,ICU,NA,20
"HCQ + Antivirals, Standard of care",NCT04443725,NCT04443725,Confirmed,Unclear,NA,100
"FPV, Standard of care",NCT04349241,NCT04349241,Confirmed,Outpatient,"Viral Load or Clearance, Fever, Radiographic Findings",100
"Anticoagulants, Standard of care",NCT04445935,NCT04445935,Confirmed,Unclear,"PaO2-FiO2, Renal Outcome (Unspecified)",100
Other,NCT04371822,NCT04371822,NA,"Healthy Unexposed, ICU","Mortality, ICU Admission, C-Reactive Protein, Ferritin, IL-1, IL-6, Tumor Necrosis Factor (Any), Interferon (Any), Lymphocyte Count, Erythrocyte Sedimentation Rate, D-Dimer",56
Stem cells,NCT04445454,NCT04445454,Confirmed,"Hospital, ICU",Pneumonia or ARDS,20
Plasma based therapy,NCT04445207,NCT04445207,Confirmed,Unclear,NA,
"Non-invasive respiratory support, Standard of care",NCT04368923,NCT04368923,NA,Outpatient,"Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate, Blood pH",60
"Anakinra, Standard of care",NCT04443881,NCT04443881,Confirmed,Unclear,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, SpO2",180
"Anakinra, Standard of care",NCT04443881,NCT04443881,Confirmed,Unclear,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, SpO2",180
"Anakinra, Standard of care",NCT04443881,NCT04443881,Confirmed,Unclear,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, SpO2",180
"Anakinra, Standard of care",NCT04443881,NCT04443881,Confirmed,Unclear,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, SpO2",180
"Anakinra, Standard of care",NCT04443881,NCT04443881,Confirmed,Unclear,"Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, SpO2",180
"HCQ + AZT, HCQ + Plasma based therapy + AZT",NCT04441424,NCT04441424,Confirmed,Hospital,Mortality,49
"Non-invasive respiratory support, Standard of care",NCT04359303,NCT04359303,NA,Hospital,"Hospitalization, Clinical Improvement Score (Any), Serious or Seconday Infections, Radiographic Findings",50
"Corticosteroids, Standard of care",NCT04438980,NCT04438980,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Adverse Events",72
"Corticosteroids, Standard of care",NCT04438980,NCT04438980,Confirmed,Hospital,"Mortality, ICU Admission, Hospitalization, Adverse Events",72
"Standard of care, Stem cells",NCT04399889,NCT04399889,Confirmed,Unclear,NA,30
"Standard of care, Stem cells",NCT04437823,NCT04437823,Confirmed,Hospital,"Mortality, Organ Failure or Dysfunction (SOFA), Adverse Events, Radiographic Findings",20
Plasma based therapy,NCT04432103,NCT04432103,Confirmed,Hospital,"Mortality, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO",36
"Standard of care, TCM",NCT04433013,NCT04433013,Confirmed,Unclear,Other Mild Symptoms,300
Anticoagulants,NCT04427098,NCT04427098,Confirmed,Hospital,Hospitalization,300
Anticoagulants,NCT04427098,NCT04427098,Confirmed,Hospital,Hospitalization,300
Anticoagulants,NCT04427098,NCT04427098,Confirmed,Hospital,Hospitalization,300
Anticoagulants,NCT04427098,NCT04427098,Confirmed,Hospital,Hospitalization,300
Anticoagulants,NCT04427098,NCT04427098,Confirmed,Hospital,Hospitalization,300
Anticoagulants,NCT04427098,NCT04427098,Confirmed,Hospital,Hospitalization,300
Anticoagulants,NCT04427098,NCT04427098,Confirmed,Hospital,Hospitalization,300
