nct_id,id,intervention_type,name,description
NCT04347382,12330489,Drug,placebo,empty capsule with 250ml of distilled water
NCT04347369,12330492,Other,other,clinical diagnosis
NCT04347278,12330505,Drug,patients with the treatment agains covid19,"data will be collected from patients who receive any of the treatments included in the technical document. manejo clínico del covid-19: tratamiento médico of the ministry of health, and tratamientos disponibles para el manejo de la infección respiratoria por sars-cov-2 of the aemps, either as antivirals or as treatment of the inflammatory process in patients with sars, or others as they arise."
NCT04347239,12330510,Drug,placebo,placebos
NCT04347239,12330511,Drug,leronlimab (700mg),"leronlimab (pro) 140 is a humanized igg4, monoclonal antibody (mab) to the c-c chemokine receptor type 5 (ccr5)"
NCT04347226,12330512,Drug,bms-986253,bms-986253 2400mg iv at 0 and 2 weeks (if patient is still hospitalized) and then 4 weeks (only if still hospitalized with continued severe respiratory disease).
NCT04347174,12330517,Drug,suspension of heat killed (autoclaved) mycobacterium w,patients will be randomized to receive either mycobacterium w in combination with standard care as per hospital practice or standard care alone in covid-19 as per hospital practice.
NCT04347174,12330518,Drug,placebo,all patients will continue to receive standard therapy as per hospital practice till considered requisite by the treating physician
NCT04347070,12330529,Other,physiotherapy,"to observe if patients with covid-19 benefice of physiothersapy, which kind and how many time"
NCT04347031,12330536,Drug,mefloquine,"1st day: 750 mg of mefloquine per day, inside, in tablets of 250 mg 3 times a day - 1 tablet every 8 hours.~day 2: 500 mg of mefloquine, inside, in tablets of 250 mg 2 times a day - 1 tablet every 12 hours.~3rd - 7th day: 250 mg of mefloquine, inside, in tablets of 250 mg 1 time a day at the same time."
NCT04347031,12330537,Drug,hydroxychloroquine,"st day: 800 mg of hydroxychloroquine per day, inside, in 200 mg tablets, 2 tablets 2 times a day;~nd - 7th day: 400 mg of hydroxychloroquine per day, inside, in tablets of 200 mg, 1 tablet 2 times a day."
NCT04347031,12330538,Combination Product,hydroxychloroquine+azithromycin+tocilizumab,"1st day: 750 mg of mefloquine per day, inside, in tablets of 250 mg 3 times a day - 1 tablet every 8 hours.~day 2: 500 mg of mefloquine, inside, in tablets of 250 mg 2 times a day - 1 tablet every 12 hours.~3rd - 7th day: 250 mg of mefloquine, inside, in tablets of 250 mg 1 time a day at the same time."
NCT04347031,12330539,Combination Product,hydroxychloroquine+azithromycin+tocilizumab,"st day: 800 mg of hydroxychloroquine per day, inside, in 200 mg tablets, 2 tablets 2 times a day;~nd - 7th day: 400 mg of hydroxychloroquine per day, inside, in tablets of 200 mg, 1 tablet 2 times a day."
NCT04346979,12330556,Other,telerehabilitation-based,25 volunteers postmenopausal women who are at home during the social isolation process due to the coronavirus outbreak will be included in this group. online yoga and mindfulness protocol was created for individuals who will participate in the study. each training protocol was planned as 30 minutes for 3 days a week for 6 weeks. it was planned to start the protocol with warm-up exercises and finish with cooling exercises. respiratory exercise was added to the training protocol. individuals were asked to participate in the study via telerehabilitation system and aimed to do their exercises with a physiotherapist.
NCT04346979,12330557,Other,video-based,25 volunteers postmenopausal women who are at home during the social isolation process due to the coronavirus outbreak will be included in this group. online yoga and mindfulness protocol was created for individuals who will participate in the study. each training protocol was planned as 30 minutes for 3 days a week for 6 weeks. it was planned to start the protocol with warm-up exercises and finish with cooling exercises. the respiratory exercise was added to the training protocol. video recordings containing only yoga and mindfulness training were sent to individuals. the participants were supervised by the researcher.
NCT04346966,12330558,Other,study group,"video based exercises 64 young adults aged 18-40, who are socially isolated due to coronavirus, will be included in this group. a video-based exercise protocol was created for individuals to participate in the study. each exercise session is planned as 30 minutes 7 days a week for 6 weeks. the protocol was planned to start with warm-up exercises and end with cooling exercises. the exercise protocol has also been determined as a combination of aerobic exercises, strengthening and posture exercises. individuals will be classified at 4 levels according to their physical activity levels and will be shared with volunteers according to their level of exercise. volunteers will be evaluated before and after 6 weeks of exercise."
NCT04346953,12330559,Behavioral,video based exercise,"individuals (n = 64) to be included in the study group will be grouped according to the levels of physical activity (low, medium, high level) determined by the international physical activity questionnaire. an exercise program will be created for each group based on physical activity levels and videos of these exercise programs will be prepared. the videos will be scheduled for 20 minutes. individuals will be asked to apply for these programs with video for 20 minutes every day for 6 weeks. exercise programs will start with pulmonary exercises and warm-up exercises to prepare for exercise. the exercise program will end with cool down exercises. the exercise protocol will be determined as a combination of aerobic and strengthening exercises."
NCT04346940,12330560,Other,telerehabilitation,"15 volunteers aged 65 and over will be included in this group. an online exercise program has been created for individuals who will participate in the study. it is planned that this program will continue for 3 days a week, 6 weeks, and the duration of exercise will reach 45 minutes in the last week due to the increase in the number of repetitions about 30 minutes at the beginning. the treatment sessions will start with warm-up exercises, complete with posture exercises, joint range of motion exercises, stretching exercises, and cool-down exercises in the main program."
NCT04346940,12330561,Other,exercise brochure,the same exercises will be given to the control group as a brochure and they will be asked to do it for 6 weeks.
NCT04346927,12330562,Other,telerehabilitation,"15 volunteers diagnosed with coronavirus will be included in experimental group. an online exercise program has been created for individuals who will participate in the study. this program is planned to continue 3-4 days a week, in a 30-minute session and for 6 weeks. treatment sessions will include breathing exercises, posture exercises, peripheral muscle exercises and light aerobic exercises. individuals were asked to participate in the research via telerehabilitation connection system and were told that they would do their exercises with a physiotherapist."
NCT04346927,12330563,Other,exercise brochure,15 volunteers diagnosed with coronavirus will be included in control group.the same exercises will be given to the control group as a brochure and they will be asked to do it for 6 weeks.
NCT04346810,12330579,Other,patient management suffering of coronavirus infection,welle-being and stress of the caregivers
NCT04346797,12330580,Drug,tocilizumab,"intravenous administration as follows:~induction dosage regimen at 1200 mg on days 1, 4, 8 then 1200 mg or 900 mg on day 12 depending on the monitoring of eculizumab plasma level and ch5o and sc5b9 and maintenance doses of 900 mg on days 15, 18 and 22"
NCT04346693,12330601,Procedure,standard therapy recommended by the ministry of health of the russian federation.,"hydroxychloroquine + azithromycin + / - tocilizumab. hydroxychloroquine intake is conducted according to the following schedule: 400 mg twice per day for 1-2 days of the treatment and 200 mg twice per day during six days of the treatment course.~for the tocilizumab, 400 mg intravenously drip slowly (for at least 1 hour), with insufficient effect, administration is repeated the after 12 hours. simultaneously no more than 800 mg of tocilizumab could be administered.~for the azithromycin admission 500mg on day 1 is prescribed followed by 250mg per day, the next four days"
NCT04346693,12330602,Procedure,hydroxychloroquine+azithromycin+tocilizumab,"hydroxychloroquine + azithromycin + / - tocilizumab. hydroxychloroquine intake is conducted according to the following schedule: 400 mg twice per day for 1-2 days of the treatment and 200 mg twice per day during six days of the treatment course.~for the tocilizumab, 400 mg intravenously drip slowly (for at least 1 hour), with insufficient effect, administration is repeated the after 12 hours. simultaneously no more than 800 mg of tocilizumab could be administered.~for the azithromycin admission 500mg on day 1 is prescribed followed by 250mg per day, the next four days.~additional intramuscular injection of the drug dalargin (solution for intravenous and intramuscular doses) under dosage of 1 mg daily once per day for 10 days"
NCT04346693,12330603,Procedure,hydroxychloroquine+azithromycin+tocilizumab,"hydroxychloroquine + azithromycin + / - tocilizumab. hydroxychloroquine intake is conducted according to the following schedule: 400 mg twice per day for 1-2 days of the treatment and 200 mg twice per day during six days of the treatment course.~for the tocilizumab, 400 mg intravenously drip slowly (for at least 1 hour), with insufficient effect, administration is repeated the after 12 hours. simultaneously no more than 800 mg of tocilizumab could be administered.~for the azithromycin admission 500mg on day 1 is prescribed followed by 250mg per day, the next four days.~additional inhalation of the drug dalargin, at a dose of 10 mg daily once per day until the symptoms of pulmonary complications will be ceased."
