nct_id,id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
NCT04370834,6976859,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04369820,6976943,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04369456,6976976,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04367662,6977139,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04361396,6977705,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04591613,6978182,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04354610,6978323,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04344015,6979310,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04343690,6979342,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04320953,6981368,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04319445,6981507,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04304690,6982816,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04437719,6971427,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,"As part of this research, the patient must complete questionnaires daily on the Obvio-19 application, one of 5 minutes.",False,False,False,False
NCT04371510,6976795,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,PredictCOVID-D study. Covid-19 chronic haemodialysis patients with moderate symptoms,False,False,False,False
NCT04352751,6978496,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,"Single arm, open label, clinical trial employing WHO recognized monitored emergency use of unregistered and experimental interventions (MEURI) study.",False,False,False,False
NCT04490473,6967374,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,This research will be conducted in a methodological manner in order to conduct the validity and reliability studies of the Coronary Virus Anxiety Scale in Turkish.,False,False,False,False
NCT04476927,6968415,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,"Total of 300 subjects - 200 suspected to COVID-19 and 100 healthy volunteers. all subjects will be undergo the DiaNose test.~For data analysis and algorithm building, subjects will be divided into one of the following study groups:~Group 1: Covid-19 infected suspected (up to 300 subjects)~Sub-Group A: Clinical symptomatic patients with positive Covid-19 test (positive PCR);~Sub-Group B: Asymptomatic patients with positive Covid-19 test (positive PCR)~Sub-Group C: Clinical symptomatic patients with negative Covid-19 test (negative PCR) Additional sub-groups may be added according to clinical symptoms.~Group 2: Healthy volunteers (up to 100 subjects)",False,False,False,False
NCT04413864,6973260,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,"open-label monocentric cohort study, with intervention added",False,False,False,False
NCT04444323,6970919,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),Data analysis will be masked,Single cohort patients seen face-to-face and then by 3D telemedicine,False,False,False,False
NCT04581031,6960419,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),The treating team on the ward will be blinded to the observations recorded by the wearable vital signs sensors,,False,False,False,False
NCT04410016,6973555,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),"This is an evaluation of a service - the Wellbeing Centres at Nottingham University Hospitals National Health Service (NHS) Trust - which are a form of 'intervention' for staff provided during the coronavirus pandemic. Therefore the investigators will conduct interviews with people who have used the centres, or who have acted as support workers within them. The investigators will survey all staff in the Trust, and interview up to 45 participants.","All staff have access to the Staff Wellbeing Centres (usual practice). In this study the investigators will conduct a questionnaire survey with all Nottingham University Hospitals National Health Service (NHS) staff about their mental wellbeing, and use of this facility. The investigators will conduct qualitative interviews with users and non-users of the Wellbeing Centres (staff) as well as the Wellbeing Buddies (support workers).",False,False,False,False
NCT04593069,6959493,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),masking is not applicable for this study,All patients enrolled in the study will be contacted to answer additional questions regarding cognitive impairment,False,False,False,False
NCT04686773,6952293,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04646616,6955381,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04590274,6959708,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04590053,6959725,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04581746,6960364,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04513470,6965606,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04492527,6967216,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04490850,6967345,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04434131,6971703,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04429724,6972042,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04426006,6972326,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04416919,6973025,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04385810,6975458,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04377802,6976212,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04366817,6977220,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04354155,6978364,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04349631,6978793,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04345653,6979157,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04334980,6980106,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,,False,False,False,False
NCT04495543,6966985,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,"3 month, within subjects longitudinal study, with each participant receiving an intensive, single session of the 'Brief Skills for Safer Living' intervention designed to mitigate suicide risk. All participants recruited will have experienced suicidal ideation within the past week at time of enrolment.",False,False,False,False
NCT04631367,6956551,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,"A single arm, pre-test/post-test trial design will be used to evaluate the effectiveness of a RANAS-informed WhatsApp Social Group intervention on uptake of COVID-19 prevention practices (i.e. hand and respiratory hygiene, physical distancing) with displaced/refugee youth in Kampala, Uganda. A control group design is intentionally not used based on recommendations regarding ethical concerns over the potential withholding of any intervention benefits from a vulnerable group (refugee youth living in informal settlements) in the midst of a pandemic.",False,False,False,False
NCT04418206,6972926,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,COVID-19 patients will be selected in the 4 participating centres Contact subjects and healthy volunteers will be selected only in the coordinating centre (Centre Hospitalier Universitaire de Nice),False,False,False,False
NCT04395599,6974663,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,COVID19 patients undergoing visceral surgery,False,False,False,False
NCT04363385,6977530,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,Collection of blood samples in a cohort of Covid-19 patients,False,False,False,False
NCT04454606,6970129,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,N99 respirators will be tested in a group of subjects with qualitative fit test.The filters will be tested for filtration test.The results will be considered as pass or fail,False,False,False,False
NCT04587219,6959943,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,Open prospective non-randomized study,False,False,False,False
NCT04476940,6968414,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,Pre-Test Post-test,False,False,False,False
NCT04344951,6979224,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,"Prospective, open label, Phase II study",False,False,False,False
NCT04627467,6956851,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,"Single arm study in which healthcare workers were actively invited to participate. After verifying volunteer's eligibility through a survey that evaluated the presence of COVID-19 symptoms (primary efficacy outcome), 150 mg chloroquine base was dispensed in site by a pharmaceutical chemist at days 0, 15, 30, 45, 60, and 75. Questions regarding adverse drugs reactions (safety outcome) were included in the survey after the first dose was administered. Participants who discontinued chloroquine were followed up until study completion.",False,False,False,False
NCT04355247,6978264,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,"This is a pilot Phase II exploratory study. It is a non-randomized study which will be carried out at Auxilio Mutuo Hospital and possibly at other institutions to be recruited.~The investigator plans to enter a total of 20 patients in order to determine whether the risk of progressing to respiratory failure can be reduced by administering corticosteroids.~The investigator assume that virtually all patients who met the criteria for entry into this trial will develop respiratory insufficiency if left untreated.~If </= 50% of patients with high risk develop respiratory failure the investigator will consider the treatment as successful.",False,False,False,False
NCT04398004,6974478,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,Treatment with clarithromycin,False,False,False,False
NCT04269525,6985983,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),,reaching the criteria of pneumonia according to Diagnosis and Clinical Management of Pneumonia caused by 2019-nCoV Infection(Trial Version 4),False,False,False,False
NCT04710381,6950478,N/A (Single arm trial),Single Group Assignment,,Prevention,,None (Open Label),No masking will be used in the study,The study treatment (IMUNOR) will be administered to one group of study subjects only.,False,False,False,False
NCT04696601,6951538,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04665193,6953953,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04567953,6961424,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04563676,6961752,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04516512,6965372,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04421625,6972663,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04368013,6977109,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04281693,6984880,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,,False,False,False,False
NCT04448769,6970577,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,"A study of seroprevalence and symptom collection, or absence of symptoms, on a cluster (household) sample of the Grand Nancy Metropolitan population randomly selected.",False,False,False,False
NCT04350476,6978708,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),,"This is a non-randomized study. Based on clinical assessment, patients will be provided with the following home monitoring system: VitalConnect Vital Sign Patch (San Jose, California) This patch provides continuous real-time monitoring of cardiac telemetry, heart rate, respiratory rate and oxygen saturation. Duration of monitoring is typically up to 7 days.~This patch is applied to the upper left side of the chest wall, attached with a hypoallergenic adhesive material. (This device is FDA approved for this indication).",False,False,False,False
NCT04525742,6964664,N/A (Single arm trial),Single Group Assignment,,Screening,,None (Open Label),No masking will be done,"One study group will be researched- only disabled children's parents, in one arm -way",False,False,False,False
NCT04703478,6951009,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04621903,6957278,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04589117,6959797,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04589104,6959798,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04587921,6959889,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04555005,6962418,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04542343,6963389,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04490278,6967389,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04482647,6967976,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04457388,6969915,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04453514,6970213,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04424082,6972474,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04390412,6975062,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04389385,6975139,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04379518,6976052,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04374786,6976491,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04363528,6977519,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04345549,6979166,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04344106,6979301,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,,False,False,False,False
NCT04716647,6949996,N/A (Single arm trial),Single Group Assignment,,Supportive Care,,None (Open Label),,Community Based Participatory Research,False,False,False,False
